,Length,Height
1598,1598,0.13
1599,1599,0.13
1600,1600,0.17
1601,1601,0.14
1602,1602,0.14
1603,1603,0.14
1604,1604,0.14
1605,1605,0.13
1606,1606,0.135
1607,1607,0.13
1608,1608,0.12
1609,1609,0.125
1610,1610,0.14
1611,1611,0.15
1612,1612,0.135
1613,1613,0.145
1614,1614,0.15
1615,1615,0.13
1616,1616,0.14
1617,1617,0.145
1618,1618,0.15
1619,1619,0.13
1620,1620,0.135
1621,1621,0.155
1622,1622,0.15
1623,1623,0.125
1624,1624,0.15
1625,1625,0.135
1626,1626,0.14
1627,1627,0.17
1628,1628,0.145
1629,1629,0.155
1630,1630,0.145
1631,1631,0.165
1632,1632,0.135
1633,1633,0.155
1634,1634,0.125
1635,1635,0.185
1636,1636,0.195
1637,1637,0.17
1638,1638,0.135
1639,1639,0.15
1640,1640,0.16
1641,1641,0.16
1642,1642,0.15
1643,1643,0.155
1644,1644,0.13
1645,1645,0.125
1646,1646,0.14
1647,1647,0.165
1648,1648,0.145
1649,1649,0.145
1650,1650,0.15
1651,1651,0.14
1652,1652,0.145
1653,1653,0.15
1654,1654,0.155
1655,1655,0.15
1656,1656,0.165
1657,1657,0.17
1658,1658,0.18
1659,1659,0.165
1660,1660,0.16
1661,1661,0.145
1662,1662,0.145
1663,1663,0.145
1664,1664,0.14
1665,1665,0.155
1666,1666,0.18
1667,1667,0.155
1668,1668,0.16
1669,1669,0.15
1670,1670,0.16
1671,1671,0.16
1672,1672,0.125
1673,1673,0.17
1674,1674,0.18
1675,1675,0.16
1676,1676,0.175
1677,1677,0.18
1678,1678,0.155
1679,1679,0.175
1680,1680,0.165
1681,1681,0.16
1682,1682,0.18
1683,1683,0.14
1684,1684,0.135
1685,1685,0.15
1686,1686,0.175
1687,1687,0.165
1688,1688,0.16
1689,1689,0.17
1690,1690,0.155
1691,1691,0.175
1692,1692,0.15
1693,1693,0.17
1694,1694,0.18
1695,1695,0.17
1696,1696,0.165
1697,1697,0.175
1698,1698,0.165
1699,1699,0.17
1700,1700,0.175
1701,1701,0.17
1702,1702,0.165
1703,1703,0.18
1704,1704,0.185
1705,1705,0.15
1706,1706,0.175
1707,1707,0.19
1708,1708,0.19
1709,1709,0.195
1710,1710,0.16
1711,1711,0.16
1712,1712,0.175
1713,1713,0.19
1714,1714,0.15
1715,1715,0.19
1716,1716,0.155
1717,1717,0.19
1718,1718,0.185
1719,1719,0.16
1720,1720,0.18
1721,1721,0.15
1722,1722,0.19
1723,1723,0.195
1724,1724,0.165
1725,1725,0.175
1726,1726,0.195
1727,1727,0.165
1728,1728,0.175
1729,1729,0.16
1730,1730,0.16
1731,1731,0.175
1732,1732,0.175
1733,1733,0.16
1734,1734,0.165
1735,1735,0.19
1736,1736,0.155
1737,1737,0.195
1738,1738,0.16
1739,1739,0.195
1740,1740,0.195
1741,1741,0.2
1742,1742,0.15
1743,1743,0.175
1744,1744,0.2
1745,1745,0.175
1746,1746,0.175
1747,1747,0.17
1748,1748,0.215
1749,1749,0.195
1750,1750,0.205
1751,1751,0.22
1752,1752,0.2
1753,1753,0.205
1754,1754,0.18
1755,1755,0.21
1756,1756,0.19
1757,1757,0.215
1758,1758,0.205
1759,1759,0.215
1760,1760,0.205
1761,1761,0.195
1762,1762,0.25
1763,1763,0.09
1764,1764,0.1
1765,1765,0.135
1766,1766,0.125
1767,1767,0.12
1768,1768,0.12
1769,1769,0.105
1770,1770,0.135
1771,1771,0.11
1772,1772,0.14
1773,1773,0.115
1774,1774,0.105
1775,1775,0.155
1776,1776,0.16
1777,1777,0.16
1778,1778,0.15
1779,1779,0.155
1780,1780,0.135
1781,1781,0.17
1782,1782,0.125
1783,1783,0.14
1784,1784,0.135
1785,1785,0.18
1786,1786,0.165
1787,1787,0.2
1788,1788,0.15
1789,1789,0.165
1790,1790,0.16
1791,1791,0.175
1792,1792,0.185
1793,1793,0.13
1794,1794,0.17
1795,1795,0.145
1796,1796,0.15
1797,1797,0.175
1798,1798,0.165
1799,1799,0.175
1800,1800,0.15
1801,1801,0.15
1802,1802,0.145
1803,1803,0.145
1804,1804,0.175
1805,1805,0.185
1806,1806,0.195
1807,1807,0.15
1808,1808,0.14
1809,1809,0.16
1810,1810,0.19
1811,1811,0.16
1812,1812,0.2
1813,1813,0.19
1814,1814,0.185
1815,1815,0.175
1816,1816,0.175
1817,1817,0.185
1818,1818,0.19
1819,1819,0.18
1820,1820,0.195
1821,1821,0.18
1822,1822,0.21
1823,1823,0.04
1824,1824,0.055
1825,1825,0.075
1826,1826,0.085
1827,1827,0.08
1828,1828,0.085
1829,1829,0.085
1830,1830,0.075
1831,1831,0.105
1832,1832,0.09
1833,1833,0.095
1834,1834,0.105
1835,1835,0.09
1836,1836,0.1
1837,1837,0.095
1838,1838,0.1
1839,1839,0.1
1840,1840,0.1
1841,1841,0.11
1842,1842,0.105
1843,1843,0.12
1844,1844,0.11
1845,1845,0.11
1846,1846,0.12
1847,1847,0.105
1848,1848,0.13
1849,1849,0.12
1850,1850,0.115
1851,1851,0.135
1852,1852,0.145
1853,1853,0.14
1854,1854,0.11
1855,1855,0.13
1856,1856,0.145
1857,1857,0.12
1858,1858,0.135
1859,1859,0.15
1860,1860,0.11
1861,1861,0.11
1862,1862,0.14
1863,1863,0.125
1864,1864,0.115
1865,1865,0.115
1866,1866,0.12
1867,1867,0.145
1868,1868,0.145
1869,1869,0.14
1870,1870,0.16
1871,1871,0.13
1872,1872,0.12
1873,1873,0.14
1874,1874,0.16
1875,1875,0.135
1876,1876,0.125
1877,1877,0.14
1878,1878,0.14
1879,1879,0.14
1880,1880,0.13
1881,1881,0.14
1882,1882,0.125
1883,1883,0.13
1884,1884,0.175
1885,1885,0.135
1886,1886,0.165
1887,1887,0.125
1888,1888,0.125
1889,1889,0.155
1890,1890,0.145
1891,1891,0.16
1892,1892,0.155
1893,1893,0.155
1894,1894,0.155
1895,1895,0.175
1896,1896,0.13
1897,1897,0.12
1898,1898,0.13
1899,1899,0.155
1900,1900,0.135
1901,1901,0.155
1902,1902,0.145
1903,1903,0.175
1904,1904,0.135
1905,1905,0.135
1906,1906,0.155
1907,1907,0.145
1908,1908,0.195
1909,1909,0.165
1910,1910,0.15
1911,1911,0.145
1912,1912,0.16
1913,1913,0.15
1914,1914,0.135
1915,1915,0.17
1916,1916,0.15
1917,1917,0.16
1918,1918,0.165
1919,1919,0.145
1920,1920,0.18
1921,1921,0.14
1922,1922,0.145
1923,1923,0.155
1924,1924,0.165
1925,1925,0.145
1926,1926,0.15
1927,1927,0.16
1928,1928,0.2
1929,1929,0.16
1930,1930,0.15
1931,1931,0.17
1932,1932,0.195
1933,1933,0.15
1934,1934,0.155
1935,1935,0.155
1936,1936,0.17
1937,1937,0.185
1938,1938,0.16
1939,1939,0.18
1940,1940,0.145
1941,1941,0.155
1942,1942,0.165
1943,1943,0.165
1944,1944,0.155
1945,1945,0.16
1946,1946,0.165
1947,1947,0.165
1948,1948,0.165
1949,1949,0.145
1950,1950,0.165
1951,1951,0.135
1952,1952,0.155
1953,1953,0.185
1954,1954,0.18
1955,1955,0.175
1956,1956,0.21
1957,1957,0.15
1958,1958,0.155
1959,1959,0.185
1960,1960,0.18
1961,1961,0.175
1962,1962,0.17
1963,1963,0.205
1964,1964,0.175
1965,1965,0.15
1966,1966,0.2
1967,1967,0.18
1968,1968,0.205
1969,1969,0.15
1970,1970,0.185
1971,1971,0.19
1972,1972,0.155
1973,1973,0.155
1974,1974,0.18
1975,1975,0.185
1976,1976,0.205
1977,1977,0.175
1978,1978,0.195
1979,1979,0.22
1980,1980,0.18
1981,1981,0.19
1982,1982,0.205
1983,1983,0.195
1984,1984,0.215
1985,1985,0.04
1986,1986,0.025
1987,1987,0.055
1988,1988,0.075
1989,1989,0.065
1990,1990,0.06
1991,1991,0.07
1992,1992,0.06
1993,1993,0.065
1994,1994,0.07
1995,1995,0.07
1996,1996,0.08
1997,1997,0.08
1998,1998,0.07
1999,1999,0.105
2000,2000,0.085
2001,2001,0.085
2002,2002,0.08
2003,2003,0.085
2004,2004,0.095
2005,2005,0.09
2006,2006,0.11
2007,2007,0.095
2008,2008,0.11
2009,2009,0.12
2010,2010,0.105
2011,2011,0.11
2012,2012,0.135
2013,2013,0.105
2014,2014,0.12
2015,2015,0.12
2016,2016,0.135
2017,2017,0.115
2018,2018,0.135
2019,2019,0.14
2020,2020,0.13
2021,2021,0.15
2022,2022,0.13
2023,2023,0.14
2024,2024,0.15
2025,2025,0.16
2026,2026,0.145
2027,2027,0.15
2028,2028,0.16
2029,2029,0.165
2030,2030,0.14
2031,2031,0.14
2032,2032,0.16
2033,2033,0.18
2034,2034,0.195
2035,2035,0.06
2036,2036,0.065
2037,2037,0.08
2038,2038,0.07
2039,2039,0.085
2040,2040,0.07
2041,2041,0.1
2042,2042,0.1
2043,2043,0.16
2044,2044,0.09
2045,2045,0.12
2046,2046,0.115
2047,2047,0.115
2048,2048,0.12
2049,2049,0.13
2050,2050,1.13
2051,2051,0.12
2052,2052,0.11
2053,2053,0.11
2054,2054,0.09
2055,2055,0.14
2056,2056,0.135
2057,2057,0.135
2058,2058,0.11
2059,2059,0.135
2060,2060,0.14
2061,2061,0.13
2062,2062,0.1
2063,2063,0.125
2064,2064,0.13
2065,2065,0.14
2066,2066,0.13
2067,2067,0.16
2068,2068,0.13
2069,2069,0.115
2070,2070,0.135
2071,2071,0.12
2072,2072,0.15
2073,2073,0.15
2074,2074,0.15
2075,2075,0.19
2076,2076,0.14
2077,2077,0.165
2078,2078,0.16
2079,2079,0.15
2080,2080,0.14
2081,2081,0.21
2082,2082,0.2
2083,2083,0.195
2084,2084,0.185
2085,2085,0.15
2086,2086,0.22
2087,2087,0.215
2088,2088,0.18
2089,2089,0.22
2090,2090,0.115
2091,2091,0.13
2092,2092,0.115
2093,2093,0.09
2094,2094,0.1
2095,2095,0.145
2096,2096,0.08
2097,2097,0.1
2098,2098,0.115
2099,2099,0.1
2100,2100,0.155
2101,2101,0.11
2102,2102,0.1
2103,2103,0.125
2104,2104,0.185
2105,2105,0.155
2106,2106,0.18
2107,2107,0.225
2108,2108,0.17
2109,2109,0.055
2110,2110,0.08
2111,2111,0.13
2112,2112,0.09
2113,2113,0.035
2114,2114,0.045
2115,2115,0.05
2116,2116,0.08
2117,2117,0.12
2118,2118,0.125
2119,2119,0.1
2120,2120,0.11
2121,2121,0.12
2122,2122,0.075
2123,2123,0.095
2124,2124,0.115
2125,2125,0.125
2126,2126,0.1
2127,2127,0.175
2128,2128,0.15
2129,2129,0.14
2130,2130,0.08
2131,2131,0.125
2132,2132,0.11
2133,2133,0.115
2134,2134,0.1
2135,2135,0.125
2136,2136,0.175
2137,2137,0.18
2138,2138,0.205
2139,2139,0.125
2140,2140,0.075
2141,2141,0.11
2142,2142,0.105
2143,2143,0.105
2144,2144,0.115
2145,2145,0.12
2146,2146,0.135
2147,2147,0.09
2148,2148,0.07
2149,2149,0.11
2150,2150,0.19
2151,2151,0.115
2152,2152,0.075
2153,2153,0.135
2154,2154,0.165
2155,2155,0.165
2156,2156,0.175
2157,2157,0.195
2158,2158,0.2
2159,2159,0.2
2160,2160,0.24
2161,2161,0.195
2162,2162,0.15
2163,2163,0.09
2164,2164,0.16
2165,2165,0.085
2166,2166,0.085
2167,2167,0.085
2168,2168,0.015
2169,2169,0.075
2170,2170,0.03
2171,2171,0.03
2172,2172,0.125
2173,2173,0.17
2174,2174,0.185
2175,2175,0.17
2176,2176,0.235
2177,2177,0.2
2178,2178,0.25
2179,2179,0.165
2180,2180,0.165
2181,2181,0.16
2182,2182,0.155
2183,2183,0.08
2184,2184,0.12
2185,2185,0.125
2186,2186,0.135
2187,2187,0.135
2188,2188,0.14
2189,2189,0.165
2190,2190,0.185
2191,2191,0.165
2192,2192,0.055
2193,2193,0.11
2194,2194,0.08
2195,2195,0.09
2196,2196,0.105
2197,2197,0.08
2198,2198,0.2
2199,2199,0.195
2200,2200,0.215
2201,2201,0.16
2202,2202,0.19
2203,2203,0.105
2204,2204,0.08
2205,2205,0.075
2206,2206,0.115
2207,2207,0.215
2208,2208,0.18
2209,2209,0.2
2210,2210,0.195
2211,2211,0.235
2212,2212,0.23
2213,2213,0.12
2214,2214,0.14
2215,2215,0.08
2216,2216,0.13
2217,2217,0.15
2218,2218,0.145
2219,2219,0.145
2220,2220,0.175
2221,2221,0.195
2222,2222,0.18
2223,2223,0.145
2224,2224,0.155
2225,2225,0.11
2226,2226,0.075
2227,2227,0.175
2228,2228,0.095
2229,2229,0.165
2230,2230,0.165
2231,2231,0.18
2232,2232,0.17
2233,2233,0.165
2234,2234,0.175
2235,2235,0.185
2236,2236,0.19
2237,2237,0.11
2238,2238,0.115
2239,2239,0.125
2240,2240,0.12
2241,2241,0.135
2242,2242,0.13
2243,2243,0.1
2244,2244,0.14
2245,2245,0.11
2246,2246,0.12
2247,2247,0.09
2248,2248,0.165
2249,2249,0.2
2250,2250,0.175
2251,2251,0.17
2252,2252,0.2
2253,2253,0.18
2254,2254,0.145
2255,2255,0.135
2256,2256,0.165
2257,2257,0.115
2258,2258,0.16
2259,2259,0.175
2260,2260,0.16
2261,2261,0.16
2262,2262,0.15
2263,2263,0.16
2264,2264,0.215
2265,2265,0.175
2266,2266,0.175
2267,2267,0.175
2268,2268,0.16
2269,2269,0.18
2270,2270,0.17
2271,2271,0.21
2272,2272,0.15
2273,2273,0.2
2274,2274,0.185
2275,2275,0.23
2276,2276,0.18
2277,2277,0.13
2278,2278,0.135
2279,2279,0.13
2280,2280,0.14
2281,2281,0.13
2282,2282,0.12
2283,2283,0.105
2284,2284,0.1
2285,2285,0.15
2286,2286,0.105
2287,2287,0.09
2288,2288,0.155
2289,2289,0.1
2290,2290,0.12
2291,2291,0.09
2292,2292,0.09
2293,2293,0.12
2294,2294,0.145
2295,2295,0.135
2296,2296,0.12
2297,2297,0.1
2298,2298,0.125
2299,2299,0.13
2300,2300,0.15
2301,2301,0.13
2302,2302,0.12
2303,2303,0.135
2304,2304,0.135
2305,2305,0.165
2306,2306,0.135
2307,2307,0.13
2308,2308,0.13
2309,2309,0.11
2310,2310,0.11
2311,2311,0.07
2312,2312,0.145
2313,2313,0.135
2314,2314,0.15
2315,2315,0.155
2316,2316,0.14
2317,2317,0.135
2318,2318,0.145
2319,2319,0.1
2320,2320,0.135
2321,2321,0.135
2322,2322,0.105
2323,2323,0.19
2324,2324,0.105
2325,2325,0.115
2326,2326,0.135
2327,2327,0.145
2328,2328,0.145
2329,2329,0.115
2330,2330,0.155
2331,2331,0.135
2332,2332,0.22
2333,2333,0.195
2334,2334,0.15
2335,2335,0.175
2336,2336,0.165
2337,2337,0.195
2338,2338,0.2
2339,2339,0.17
2340,2340,0.09
2341,2341,0.07
2342,2342,0.055
2343,2343,0.17
2344,2344,0.195
2345,2345,0.125
2346,2346,0.13
2347,2347,0.165
2348,2348,0.105
2349,2349,0.17
2350,2350,0.16
2351,2351,0.19
2352,2352,0.175
2353,2353,0.15
2354,2354,0.135
2355,2355,0.15
2356,2356,0.125
2357,2357,0.21
2358,2358,0.2
2359,2359,0.175
2360,2360,0.155
2361,2361,0.205
2362,2362,0.195
2363,2363,0.2
2364,2364,0.165
2365,2365,0.23
2366,2366,0.16
2367,2367,0.225
2368,2368,0.17
2369,2369,0.115
2370,2370,0.05
2371,2371,0.11
2372,2372,0.15
2373,2373,0.11
2374,2374,0.09
2375,2375,0.11
2376,2376,0.155
2377,2377,0.115
2378,2378,0.09
2379,2379,0.04
2380,2380,0.025
2381,2381,0.15
2382,2382,0.135
2383,2383,0.105
2384,2384,0.115
2385,2385,0.14
2386,2386,0.135
2387,2387,0.14
2388,2388,0.125
2389,2389,0.125
2390,2390,0.09
2391,2391,0.09
2392,2392,0.09
2393,2393,0.16
2394,2394,0.17
2395,2395,0.155
2396,2396,0.19
2397,2397,0.155
2398,2398,0.17
2399,2399,0.1
2400,2400,0.155
2401,2401,0.165
2402,2402,0.08
2403,2403,0.17
2404,2404,0.145
2405,2405,0.185
2406,2406,0.175
2407,2407,0.17
2408,2408,0.15
2409,2409,0.115
2410,2410,0.12
2411,2411,0.095
2412,2412,0.145
2413,2413,0.11
2414,2414,0.105
2415,2415,0.125
2416,2416,0.06
2417,2417,0.13
2418,2418,0.12
2419,2419,0.085
2420,2420,0.16
2421,2421,0.13
2422,2422,0.11
2423,2423,0.065
2424,2424,0.17
2425,2425,0.155
2426,2426,0.075
2427,2427,0.125
2428,2428,0.095
2429,2429,0.14
2430,2430,0.18
2431,2431,0.165
2432,2432,0.18
2433,2433,0.18
2434,2434,0.135
2435,2435,0.16
2436,2436,0.095
2437,2437,0.17
2438,2438,0.1
2439,2439,0.125
2440,2440,0.17
2441,2441,0.125
2442,2442,0.14
2443,2443,0.14
2444,2444,0.135
2445,2445,0.17
2446,2446,0.08
2447,2447,0.09
2448,2448,0.105
2449,2449,0.125
2450,2450,0.09
2451,2451,0.105
2452,2452,0.08
2453,2453,0.065
2454,2454,0.065
2455,2455,0.06
2456,2456,0.065
2457,2457,0.05
2458,2458,0.17
2459,2459,0.14
2460,2460,0.13
2461,2461,0.08
2462,2462,0.14
2463,2463,0.14
2464,2464,0.13
2465,2465,0.12
2466,2466,0.14
2467,2467,0.08
2468,2468,0.13
2469,2469,0.17
2470,2470,0.175
2471,2471,0.175
2472,2472,0.175
2473,2473,0.145
2474,2474,0.165
2475,2475,0.155
2476,2476,0.155
2477,2477,0.18
2478,2478,0.155
2479,2479,0.145
2480,2480,0.095
2481,2481,0.165
2482,2482,0.175
2483,2483,0.135
2484,2484,0.09
2485,2485,0.145
2486,2486,0.185
2487,2487,0.145
2488,2488,0.135
2489,2489,0.115
2490,2490,0.165
2491,2491,0.145
2492,2492,0.1
2493,2493,0.13
2494,2494,0.16
2495,2495,0.13
2496,2496,0.155
2497,2497,0.14
2498,2498,0.145
2499,2499,0.125
2500,2500,0.08
2501,2501,0.07
2502,2502,0.075
2503,2503,0.105
2504,2504,0.075
2505,2505,0.075
2506,2506,0.1
2507,2507,0.105
2508,2508,0.09
2509,2509,0.1
2510,2510,0.105
2511,2511,0.11
2512,2512,0.135
2513,2513,0.11
2514,2514,0.12
2515,2515,0.12
2516,2516,0.135
2517,2517,0.13
2518,2518,0.185
2519,2519,0.19
2520,2520,0.12
2521,2521,0.15
2522,2522,0.15
2523,2523,0.18
2524,2524,0.16
2525,2525,0.16
2526,2526,0.185
2527,2527,0.135
2528,2528,0.155
2529,2529,0.165
2530,2530,0.175
2531,2531,0.155
2532,2532,0.185
2533,2533,0.195
2534,2534,0.18
2535,2535,0.165
2536,2536,0.215
2537,2537,0.2
2538,2538,0.205
2539,2539,0.175
2540,2540,0.18
2541,2541,0.2
2542,2542,0.19
2543,2543,0.165
2544,2544,0.065
2545,2545,0.07
2546,2546,0.05
2547,2547,0.07
2548,2548,0.055
2549,2549,0.08
2550,2550,0.07
2551,2551,0.075
2552,2552,0.07
2553,2553,0.07
2554,2554,0.08
2555,2555,0.085
2556,2556,0.1
2557,2557,0.065
2558,2558,0.1
2559,2559,0.11
2560,2560,0.115
2561,2561,0.1
2562,2562,0.12
2563,2563,0.125
2564,2564,0.12
2565,2565,0.12
2566,2566,0.115
2567,2567,0.12
2568,2568,0.115
2569,2569,0.11
2570,2570,0.105
2571,2571,0.11
2572,2572,0.105
2573,2573,0.1
2574,2574,0.145
2575,2575,0.11
2576,2576,0.12
2577,2577,0.12
2578,2578,0.135
2579,2579,0.125
2580,2580,0.17
2581,2581,0.14
2582,2582,0.15
2583,2583,0.14
2584,2584,0.125
2585,2585,0.14
2586,2586,0.15
2587,2587,0.14
2588,2588,0.155
2589,2589,0.145
2590,2590,0.16
2591,2591,0.14
2592,2592,0.155
2593,2593,0.15
2594,2594,0.15
2595,2595,0.145
2596,2596,0.15
2597,2597,0.15
2598,2598,0.15
2599,2599,0.16
2600,2600,0.165
2601,2601,0.155
2602,2602,0.175
2603,2603,0.175
2604,2604,0.16
2605,2605,0.17
2606,2606,0.165
2607,2607,0.175
2608,2608,0.2
2609,2609,0.145
2610,2610,0.165
2611,2611,0.18
2612,2612,0.195
2613,2613,0.16
2614,2614,0.175
2615,2615,0.185
2616,2616,0.19
2617,2617,0.205
2618,2618,0.185
2619,2619,0.155
2620,2620,0.175
2621,2621,0.205
2622,2622,0.205
2623,2623,0.18
2624,2624,0.215
2625,2625,0.05
2626,2626,0.07
2627,2627,0.06
2628,2628,0.075
2629,2629,0.095
2630,2630,0.1
2631,2631,0.1
2632,2632,0.115
2633,2633,0.1
2634,2634,0.1
2635,2635,0.1
2636,2636,0.115
2637,2637,0.11
2638,2638,0.12
2639,2639,0.105
2640,2640,0.1
2641,2641,0.115
2642,2642,0.13
2643,2643,0.125
2644,2644,0.11
2645,2645,0.12
2646,2646,0.125
2647,2647,0.12
2648,2648,0.135
2649,2649,0.155
2650,2650,0.15
2651,2651,0.125
2652,2652,0.135
2653,2653,0.14
2654,2654,0.145
2655,2655,0.12
2656,2656,0.14
2657,2657,0.13
2658,2658,0.135
2659,2659,0.13
2660,2660,0.13
2661,2661,0.18
2662,2662,0.135
2663,2663,0.16
2664,2664,0.15
2665,2665,0.13
2666,2666,0.15
2667,2667,0.14
2668,2668,0.15
2669,2669,0.14
2670,2670,0.16
2671,2671,0.15
2672,2672,0.165
2673,2673,0.14
2674,2674,0.21
2675,2675,0.15
2676,2676,0.17
2677,2677,0.15
2678,2678,0.155
2679,2679,0.175
2680,2680,0.155
2681,2681,0.15
2682,2682,0.185
2683,2683,0.155
2684,2684,0.145
2685,2685,0.15
2686,2686,0.175
2687,2687,0.15
2688,2688,0.16
2689,2689,0.15
2690,2690,0.18
2691,2691,0.125
2692,2692,0.175
2693,2693,0.175
2694,2694,0.155
2695,2695,0.155
2696,2696,0.165
2697,2697,0.165
2698,2698,0.2
2699,2699,0.18
2700,2700,0.19
2701,2701,0.165
2702,2702,0.18
2703,2703,0.175
2704,2704,0.2
2705,2705,0.19
2706,2706,0.2
2707,2707,0.175
2708,2708,0.22
2709,2709,0.215
2710,2710,0.03
2711,2711,0.045
2712,2712,0.06
2713,2713,0.065
2714,2714,0.08
2715,2715,0.085
2716,2716,0.095
2717,2717,0.08
2718,2718,0.08
2719,2719,0.09
2720,2720,0.14
2721,2721,0.095
2722,2722,0.125
2723,2723,0.085
2724,2724,0.1
2725,2725,0.1
2726,2726,0.1
2727,2727,0.11
2728,2728,0.1
2729,2729,0.09
2730,2730,0.1
2731,2731,0.11
2732,2732,0.1
2733,2733,0.115
2734,2734,0.11
2735,2735,0.11
2736,2736,0.11
2737,2737,0.115
2738,2738,0.095
2739,2739,0.115
2740,2740,0.1
2741,2741,0.105
2742,2742,0.115
2743,2743,0.12
2744,2744,0.125
2745,2745,0.14
2746,2746,0.125
2747,2747,0.125
2748,2748,0.135
2749,2749,0.145
2750,2750,0.135
2751,2751,0.14
2752,2752,0.11
2753,2753,0.13
2754,2754,0.15
2755,2755,0.13
2756,2756,0.12
2757,2757,0.155
2758,2758,0.15
2759,2759,0.145
2760,2760,0.145
2761,2761,0.155
2762,2762,0.135
2763,2763,0.15
2764,2764,0.145
2765,2765,0.175
2766,2766,0.14
2767,2767,0.135
2768,2768,0.15
2769,2769,0.155
2770,2770,0.155
2771,2771,0.175
2772,2772,0.145
2773,2773,0.15
2774,2774,0.145
2775,2775,0.165
2776,2776,0.145
2777,2777,0.13
2778,2778,0.145
2779,2779,0.14
2780,2780,0.14
2781,2781,0.09
2782,2782,0.185
2783,2783,0.145
2784,2784,0.185
2785,2785,0.185
2786,2786,0.13
2787,2787,0.15
2788,2788,0.14
2789,2789,0.165
2790,2790,0.14
2791,2791,0.165
2792,2792,0.175
2793,2793,0.155
2794,2794,0.15
2795,2795,0.195
2796,2796,0.155
2797,2797,0.15
2798,2798,0.17
2799,2799,0.17
2800,2800,0.08
2801,2801,0.155
2802,2802,0.175
2803,2803,0.19
2804,2804,0.2
2805,2805,0.17
2806,2806,0.205
2807,2807,0.205
2808,2808,0.2
2809,2809,0.205
2810,2810,0.19
2811,2811,0.05
2812,2812,0.055
2813,2813,0.055
2814,2814,0.09
2815,2815,0.075
2816,2816,0.075
2817,2817,0.09
2818,2818,0.095
2819,2819,0.09
2820,2820,0.09
2821,2821,0.105
2822,2822,0.105
2823,2823,0.115
2824,2824,0.12
2825,2825,0.13
2826,2826,0.12
2827,2827,0.105
2828,2828,0.145
2829,2829,0.135
2830,2830,0.14
2831,2831,0.14
2832,2832,0.15
2833,2833,0.13
2834,2834,0.14
2835,2835,0.16
2836,2836,0.135
2837,2837,0.155
2838,2838,0.15
2839,2839,0.155
2840,2840,0.16
2841,2841,0.175
2842,2842,0.16
2843,2843,0.19
2844,2844,0.17
2845,2845,0.175
2846,2846,0.13
2847,2847,0.16
2848,2848,0.165
2849,2849,0.16
2850,2850,0.185
2851,2851,0.16
2852,2852,0.16
2853,2853,0.19
2854,2854,0.155
2855,2855,0.17
2856,2856,0.19
2857,2857,0.195
2858,2858,0.18
2859,2859,0.18
2860,2860,0.17
2861,2861,0.21
2862,2862,0.19
2863,2863,0.07
2864,2864,0.075
2865,2865,0.08
2866,2866,0.075
2867,2867,0.09
2868,2868,0.085
2869,2869,0.09
2870,2870,0.085
2871,2871,0.09
2872,2872,0.095
2873,2873,0.1
2874,2874,0.095
2875,2875,0.09
2876,2876,0.14
2877,2877,0.11
2878,2878,0.13
2879,2879,0.11
2880,2880,0.12
2881,2881,0.13
2882,2882,0.12
2883,2883,0.125
2884,2884,0.125
2885,2885,0.115
2886,2886,0.145
2887,2887,0.125
2888,2888,0.11
2889,2889,0.15
2890,2890,0.125
2891,2891,0.15
2892,2892,0.125
2893,2893,0.13
2894,2894,0.11
2895,2895,0.13
2896,2896,0.15
2897,2897,0.165
2898,2898,0.13
2899,2899,0.14
2900,2900,0.13
2901,2901,0.13
2902,2902,0.15
2903,2903,0.16
2904,2904,0.165
2905,2905,0.15
2906,2906,0.15
2907,2907,0.17
2908,2908,0.15
2909,2909,0.15
2910,2910,0.125
2911,2911,0.135
2912,2912,0.15
2913,2913,0.125
2914,2914,0.145
2915,2915,0.155
2916,2916,0.17
2917,2917,0.135
2918,2918,0.17
2919,2919,0.195
2920,2920,0.15
2921,2921,0.165
2922,2922,0.17
2923,2923,0.18
2924,2924,0.155
2925,2925,0.155
2926,2926,0.195
2927,2927,0.14
2928,2928,0.16
2929,2929,0.175
2930,2930,0.135
2931,2931,0.15
2932,2932,0.165
2933,2933,0.15
2934,2934,0.195
2935,2935,0.175
2936,2936,0.165
2937,2937,0.16
2938,2938,0.145
2939,2939,0.12
2940,2940,0.165
2941,2941,0.18
2942,2942,0.185
2943,2943,0.17
2944,2944,0.19
2945,2945,0.175
2946,2946,0.18
2947,2947,0.19
2948,2948,0.16
2949,2949,0.18
2950,2950,0.175
2951,2951,0.15
2952,2952,0.17
2953,2953,0.19
2954,2954,0.195
2955,2955,0.2
2956,2956,0.205
2957,2957,0.2
2958,2958,0.16
2959,2959,0.18
2960,2960,0.175
2961,2961,0.175
2962,2962,0.19
2963,2963,0.17
2964,2964,0.195
2965,2965,0.175
2966,2966,0.16
2967,2967,0.17
2968,2968,0.19
2969,2969,0.18
2970,2970,0.175
2971,2971,0.19
2972,2972,0.205
2973,2973,0.2
2974,2974,0.095
2975,2975,0.115
2976,2976,0.1
2977,2977,0.155
2978,2978,0.155
2979,2979,0.115
2980,2980,0.13
2981,2981,0.21
2982,2982,0.135
2983,2983,0.15
2984,2984,0.135
2985,2985,0.175
2986,2986,0.19
2987,2987,0.15
2988,2988,0.135
2989,2989,0.14
2990,2990,0.15
2991,2991,0.165
2992,2992,0.21
2993,2993,0.175
2994,2994,0.17
2995,2995,0.17
2996,2996,0.11
